city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,82,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,,1,162,1.0
city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,90,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,3,39,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,31,0.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,40,0.0
city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,51,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,110,1.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,10-49,Pvt Ltd,1,96,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,>4,82,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,155,0.0
city_145,0.555,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,,,never,26,1.0
city_12,0.64,,Has relevent experience,Part time course,High School,,6,100-500,,1,10,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,1,24,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10-49,Early Stage Startup,1,34,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,3,28,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,3,40,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,167,1.0
city_75,0.939,Male,Has relevent experience,Full time course,High School,,19,50-99,Public Sector,2,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10-49,Other,>4,30,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,101,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,,1,22,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,314,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,28,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,110,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,13,1000-4999,NGO,>4,182,0.0
city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,144,1.0
city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,17,,,3,13,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,Pvt Ltd,never,114,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10-49,Pvt Ltd,>4,70,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,118,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,55,0.0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,34,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10-49,Pvt Ltd,never,168,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,1,21,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,68,1.0
city_67,0.855,Male,No relevent experience,no_enrollment,High School,,8,,,never,31,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,32,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,2,14,0.0
city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,2,36,0.0
city_102,0.804,,No relevent experience,no_enrollment,Masters,Business Degree,5,,,2,157,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,11,50-99,Pvt Ltd,3,90,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,>4,27,0.0
city_76,0.698,,Has relevent experience,no_enrollment,High School,,5,<10,Funded Startup,1,44,0.0
city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,6,10-49,Pvt Ltd,1,29,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,24,0.0
city_114,0.926,,Has relevent experience,Part time course,Graduate,STEM,15,10-49,Pvt Ltd,>4,73,0.0
city_149,0.6890000000000001,Male,No relevent experience,,Graduate,STEM,6,,,2,166,1.0
city_102,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,31,0.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10-49,Pvt Ltd,3,10,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37,0.0
city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,92,0.0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,1,60,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,70,1.0
city_64,0.6659999999999999,Male,No relevent experience,Part time course,Masters,Humanities,2,,,2,81,0.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Arts,8,10-49,Public Sector,1,23,0.0
city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Public Sector,1,95,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,6,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,80,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,20,,,>4,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,30,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10-49,Funded Startup,2,36,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,31,0.0
city_23,0.899,,Has relevent experience,Full time course,,,3,<10,Public Sector,1,8,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,98,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,>4,31,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,50-99,Pvt Ltd,1,45,0.0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,94,0.0
city_158,0.7659999999999999,,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,158,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,2,48,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Other,5,,,1,54,0.0
city_36,0.893,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,42,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,8,10000+,Pvt Ltd,1,21,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,16,0.0
city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,14,,,2,8,1.0
city_83,0.923,,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,>4,6,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,60,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,83,0.0
city_45,0.89,,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,46,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,12,0.0
city_73,0.754,,No relevent experience,no_enrollment,High School,,1,,,never,59,0.0
city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,2,94,0.0
city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,46,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,10-49,Pvt Ltd,>4,150,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,54,0.0
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,,2,31,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,78,0.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,96,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,28,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,20,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,13,0.0
city_173,0.878,,No relevent experience,no_enrollment,Masters,Humanities,1,<10,Pvt Ltd,1,98,0.0
city_16,0.91,,No relevent experience,Full time course,High School,,<1,10-49,Pvt Ltd,2,58,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,55,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,15,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,100-500,NGO,2,68,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,23,1.0
city_100,0.887,Male,Has relevent experience,Full time course,,,14,,,1,43,1.0
city_103,0.92,,No relevent experience,no_enrollment,High School,,,,,,4,0.0
city_61,0.913,,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,34,0.0
city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,76,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10-49,NGO,>4,278,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10-49,Pvt Ltd,1,86,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,20,0.0
city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,>4,118,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,High School,,3,,,never,9,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,10-49,Pvt Ltd,never,70,1.0
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,23,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,39,0.0
city_160,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,153,1.0
city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,16,,,,91,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10-49,Pvt Ltd,1,105,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,70,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,188,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,104,1.0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,22,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,8,10-49,,>4,29,0.0
city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,14,1.0
city_55,0.7390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,103,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,14,10000+,Pvt Ltd,1,54,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,4,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,3,32,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Funded Startup,4,33,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,63,0.0
city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,68,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,55,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,16,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,1,30,0.0
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,83,0.0
city_160,0.92,,Has relevent experience,no_enrollment,,,17,,,2,87,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,10-49,Pvt Ltd,2,80,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,3,27,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,16,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Public Sector,1,56,1.0
city_45,0.89,,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,1,24,0.0
city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,4,53,0.0
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,13,,Public Sector,1,57,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,130,0.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,,7,,,2,43,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,9,,,1,198,1.0
city_128,0.527,,Has relevent experience,no_enrollment,Masters,STEM,9,,,never,29,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,46,0.0
city_75,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,109,0.0
city_102,0.804,Male,No relevent experience,Part time course,Masters,STEM,2,,,1,2,1.0
city_27,0.848,,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,103,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,94,0.0
city_134,0.698,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,NGO,>4,6,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,162,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,21,1.0
city_103,0.92,Male,Has relevent experience,,Graduate,STEM,6,50-99,Pvt Ltd,never,48,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,118,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,1,37,0.0
city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,16,,,3,70,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,1,117,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,never,78,1.0
city_24,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Funded Startup,3,51,0.0
city_103,0.92,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,1,20,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,,,2,55,1.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,,500-999,,1,21,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,9,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,114,0.0
city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,96,1.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,9,,Public Sector,never,166,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,99,0.0
city_145,0.555,,No relevent experience,Full time course,Graduate,STEM,2,,,1,3,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,NGO,4,214,1.0
city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,1,37,1.0
city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,,2,60,0.0
city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,74,0.0
city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,4,,,,25,0.0
city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,26,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,10,<10,Pvt Ltd,1,145,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,70,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,168,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,83,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,3,28,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,7,0.0
city_160,0.92,,Has relevent experience,Full time course,High School,,4,10-49,Pvt Ltd,,108,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,1,9,0.0
city_73,0.754,,No relevent experience,no_enrollment,High School,,2,<10,Pvt Ltd,1,37,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,3,37,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,170,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,18,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,,never,147,0.0
city_114,0.926,,No relevent experience,Full time course,Masters,STEM,8,10-49,Pvt Ltd,>4,9,1.0
city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,157,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,284,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,34,1.0
city_73,0.754,,Has relevent experience,no_enrollment,Primary School,,3,,,never,109,0.0
city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,1,56,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,,,3,,,never,92,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,never,180,1.0
city_21,0.624,,Has relevent experience,Part time course,Masters,Other,4,100-500,Pvt Ltd,1,3,0.0
city_105,0.794,Male,Has relevent experience,no_enrollment,High School,,9,50-99,,>4,104,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,NGO,4,23,0.0
city_21,0.624,,Has relevent experience,,Graduate,STEM,2,,Pvt Ltd,never,8,0.0
city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,86,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,34,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,11,10000+,Pvt Ltd,>4,42,0.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,9,10000+,Pvt Ltd,2,74,0.0
city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,23,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,1,18,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10-49,Pvt Ltd,>4,7,0.0
city_14,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,10,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,2,328,0.0
city_23,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,2,6,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,,1,53,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,60,1.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,10-49,Funded Startup,4,77,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,,10,,,1,51,0.0
city_103,0.92,Female,No relevent experience,Full time course,Graduate,Humanities,<1,,,3,37,1.0
city_103,0.92,,No relevent experience,Full time course,High School,,4,500-999,Pvt Ltd,1,21,0.0
city_11,0.55,,Has relevent experience,Part time course,,,16,50-99,Public Sector,2,146,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,14,,,1,24,1.0
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,2,500-999,Other,1,78,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,,,1,40,0.0
city_11,0.55,,Has relevent experience,no_enrollment,,,6,10-49,Pvt Ltd,3,56,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,57,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,102,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Public Sector,2,68,1.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,20,0.0
city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,94,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,500-999,,1,50,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,3,38,0.0
city_61,0.913,,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,1,42,0.0
city_40,0.7759999999999999,Female,No relevent experience,Full time course,Graduate,Other,1,100-500,,1,34,0.0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Early Stage Startup,2,8,0.0
city_103,0.92,,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,28,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,10,0.0
city_10,0.895,,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,74,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,,,>20,50-99,Pvt Ltd,1,15,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,1.0
city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,3,10-49,Pvt Ltd,1,11,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,28,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,>4,25,0.0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,100-500,Funded Startup,2,70,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,18,0.0
city_114,0.926,Female,Has relevent experience,no_enrollment,High School,,6,500-999,Pvt Ltd,never,23,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,86,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,1000-4999,Pvt Ltd,1,34,1.0
city_103,0.92,,Has relevent experience,no_enrollment,,,>20,10000+,Pvt Ltd,>4,50,0.0
city_21,0.624,,No relevent experience,Full time course,High School,,7,,,never,46,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,>20,<10,Funded Startup,2,35,0.0
city_103,0.92,,No relevent experience,Full time course,Masters,STEM,10,100-500,Public Sector,>4,104,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,69,0.0
city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,,,47,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,,10,,,never,26,0.0
city_114,0.926,,No relevent experience,,Graduate,STEM,>20,,,never,162,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,>4,45,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,7,0.0
city_28,0.939,Male,No relevent experience,no_enrollment,High School,,4,50-99,,2,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,3,11,1.0
city_126,0.479,,Has relevent experience,no_enrollment,Primary School,,19,,Pvt Ltd,never,62,1.0
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Public Sector,1,37,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10-49,Early Stage Startup,4,50,0.0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,224,0.0
